CIE9;LITERAL9
0727;FIEBRE URLIANA CON OTRAS COMPLICACIONES
0728;FIEBRE URLIANA CON COMPLICACIONES NO ESPECIFICADAS
0729;FIEBRE URLIANA SIN MENCION DE COMPLICACION
073;ORNITOSIS
0740;HERPANGINA
0741;PLEURODINIA EPIDEMICA
0742;CARDITIS COXSACKIE
0743;ESTOMATITIS VESICULOSA CON EXANTEMA
0748;OTRAS ENFERMEDADES ESPECIFICAS DEBIDAS A VIRUS COXSACKIE
0748;OTRAS ENFERMEDADES ESPECIFICAS DEBIDAS A VIRUS COXSACKIE
0748;OTRAS ENFERMEDADES ESPECIFICAS DEBIDAS A VIRUS COXSACKIE
0748;OTRAS ENFERMEDADES ESPECIFICAS DEBIDAS A VIRUS COXSACKIE
0748;OTRAS ENFERMEDADES ESPECIFICAS DEBIDAS A VIRUS COXSACKIE
075;MONONUCLEOSIS INFECCIOSA
075;MONONUCLEOSIS INFECCIOSA
075;MONONUCLEOSIS INFECCIOSA
075;MONONUCLEOSIS INFECCIOSA
0760;TRACOMA FASE INICIAL
0761;TRACOMA FASE ACTIVA
0769;TRACOMA SIN ESPECIFICACION
0770;CONJUNTIVITIS DE INCLUSION
0770;CONJUNTIVITIS DE INCLUSION
0771;QUERATOCONJUNTIVITIS EPIDEMICA
0771;QUERATOCONJUNTIVITIS EPIDEMICA
0772;FIEBRE FARINGOCONJUNTIVAL
0773;OTRAS CONJUNTIVITIS ADENOVIRICAS
0774;CONJUNTIVITIS HEMORRAGICA EPIDEMICA
0778;OTRAS CONJUNTIVITIS VIRICAS
0779;ENFERM.DE LA CONJUNTIVA DEBIDAS A VIRUS Y CLAMIDIAS S.E.
0779;ENFERM.DE LA CONJUNTIVA DEBIDAS A VIRUS Y CLAMIDIAS S.E.
0780;MOLUSCO CONTAGIOSO
0781;VERRUGAS VIRICAS
0781;VERRUGAS VIRICAS
0782;FIEBRE SUDATORIA
0783;ENFERMEDAD POR RASGUÑO DE GATO
0784;FIEBRE AFTOSA
0785;ENFERMEDAD DE INCLUSIONES CITOMEGALICAS
0785;ENFERMEDAD DE INCLUSIONES CITOMEGALICAS
0785;ENFERMEDAD DE INCLUSIONES CITOMEGALICAS
0785;ENFERMEDAD DE INCLUSIONES CITOMEGALICAS
0785;ENFERMEDAD DE INCLUSIONES CITOMEGALICAS
0786;NEFROSONEFRITIS HEMORRAGICA
0787;FIEBRE HEMORRAGICA POR ARENAVIRUS
0787;FIEBRE HEMORRAGICA POR ARENAVIRUS
0787;FIEBRE HEMORRAGICA POR ARENAVIRUS
0787;FIEBRE HEMORRAGICA POR ARENAVIRUS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0788;OTRAS ENFERMEDADES DEBIDAS A VIRUS Y CLAMIDIAS
0790;ADENOVIRUS
0790;ADENOVIRUS
0791;VIRUS ECHO
0791;VIRUS ECHO
0792;VIRUS COXSACKIE
0792;VIRUS COXSACKIE
0793;RINOVIRUS
0793;RINOVIRUS
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0798;OTRAS INFECCIONES VIRICAS EN AFECCIONES CLASI.EN OTRA PARTE
0799;INFECC. VIRICAS EN AFECC. CLASIFICADAS EN OTRA PARTE S.E.
0799;INFECC. VIRICAS EN AFECC. CLASIFICADAS EN OTRA PARTE S.E.
0799;INFECC. VIRICAS EN AFECC. CLASIFICADAS EN OTRA PARTE S.E.
0799;INFECC. VIRICAS EN AFECC. CLASIFICADAS EN OTRA PARTE S.E.
080;TIFUS (EPIDEMICO) TRANSMITIDO POR PIOJOS
080;TIFUS (EPIDEMICO) TRANSMITIDO POR PIOJOS
0810;TIFUS (ENDEMICO) MURINO
0811;ENFERMEDAD DE BRILL
0812;TIFUS TRANSMITIDO POR ACAROS
0819;TIFUS (EPIDEMICO)TRANSMITIDO POR PIOJOS SIN ESPECIFICACION
0819;TIFUS (EPIDEMICO)TRANSMITIDO POR PIOJOS SIN ESPECIFICACION
0820;FIEBRES MACULOSAS
0820;FIEBRES MACULOSAS
0820;FIEBRES MACULOSAS
0821;FIEBRE BOTONOSA
0822;FIEBRE DE NORTE DE ASIA TRANSMITIDA POR GARRAPATAS
0823;TIFUS DE QUEENSLAND TRASMITIDO POR GARRAPATAS
0828;OTRAS FIEBRES MACULOSAS
0829;FIEBRES MACULOSAS SIN ESPECIFICACION
0830;FIEBRE Q
0830;FIEBRE Q
0831;FIEBRE DE LAS TRINCHERAS
0832;RICKETTSIOSIS VESICULOSA
0838;OTRAS RICKETTSIOSIS
0839;RICKETTSIOSIS SIN ESPECIFICACIION
0840;PALUDISMO POR PLASMODIUM FALCIPARUM ( TERCIARIA MALIGNA )
0840;PALUDISMO POR PLASMODIUM FALCIPARUM ( TERCIARIA MALIGNA )
0840;PALUDISMO POR PLASMODIUM FALCIPARUM ( TERCIARIA MALIGNA )
0841;PALUDISMO POR PLASMODIUM VIVAX (TERCIANA BENIGNA )
0841;PALUDISMO POR PLASMODIUM VIVAX (TERCIANA BENIGNA )
0841;PALUDISMO POR PLASMODIUM VIVAX (TERCIANA BENIGNA )
0842;PALUDISMO POR PLASMODIUM MALARIAE (CUARTANA)
0842;PALUDISMO POR PLASMODIUM MALARIAE (CUARTANA)
0842;PALUDISMO POR PLASMODIUM MALARIAE (CUARTANA)
0843;PALUDISMO POR PLASMODIUM OVALE
0844;OTROS TIPOS DE PALUDISMO
0844;OTROS TIPOS DE PALUDISMO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0845;PALUDISMO MIXTO
0846;PALUDISMO SIN ESPECIFICACION
0847;PALUDISMO INDUCIDO
0848;FIEBRE HEMOGLOBINURICA
0849;OTRAS COMPLICACIONES PERNICIOSAS DEL PALUDISMO
0849;OTRAS COMPLICACIONES PERNICIOSAS DEL PALUDISMO
0849;OTRAS COMPLICACIONES PERNICIOSAS DEL PALUDISMO
0849;OTRAS COMPLICACIONES PERNICIOSAS DEL PALUDISMO
0850;LEISHMANIASIS VISCERAL(KALA-AZAR)
0851;LEISHMANIASIS CUTANEA URBANA
0852;LEISHMANIASIS CUTANEA DEL DESIERTO ASIATICO
0853;LEISHMANIASIS CUTANEA ETIOPE
0854;LEISHMANIASIS CUTANEA AMERICANA
0855;LEISHMANIASIS MUCOCUTANEA(AMERICANA)
0855;LEISHMANIASIS MUCOCUTANEA(AMERICANA)
0859;LEISHMANIASIS SIN ESPECIFICACION
0859;LEISHMANIASIS SIN ESPECIFICACION
0860;CARDIOPATIA CHAGASICA
0860;CARDIOPATIA CHAGASICA
0861;ENFERMEDAD DE CHAGAS QUE AFECTA OTRO ORGANO
0861;ENFERMEDAD DE CHAGAS QUE AFECTA OTRO ORGANO
0861;ENFERMEDAD DE CHAGAS QUE AFECTA OTRO ORGANO
0862;ENFERMEDAD DE CHAGAS SIN MENCION DE ORGANO AFECTADO
0862;ENFERMEDAD DE CHAGAS SIN MENCION DE ORGANO AFECTADO
0863;TRIPANOSOMIASIS GAMBIENSE
0864;TRIPANOSOMIASIS RODESIENSE
0865;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACION
0869;TRIPANOSOMIASIS SIN ESPECIFICACION
0870;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
0870;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
0871;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
0871;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
0871;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
0879;FIEBRE RECURRENTE SIN ESPECIFICACION
0879;FIEBRE RECURRENTE SIN ESPECIFICACION
0880;BARTONELOSIS
0880;BARTONELOSIS
0880;BARTONELOSIS
0880;BARTONELOSIS
0888;OTRAS ENFERMEDADES TRANSMITIDAS POR ARTROPODOS
0889;OTRAS ENFERMEDADES TRANS. POR ARTROPODOS SIN ESPECIFICACION
0900;SIFILIS CONGENITA PRECOZ SINTOMATICA
0901;SIFILIS CONGENITA PRECOZ LATENTE
0902;SIFILIS CONGENITA PRECOZ SIN ESPECIFICACION
0903;QUERATITIS INTERSTICIAL SIFILITICA
0904;NEUROSIFILIS JUVENIL
0904;NEUROSIFILIS JUVENIL
0905;OTRAS FORMAS DE SIFILIS CONGENITA TARDIA SISTOMATICA
0905;OTRAS FORMAS DE SIFILIS CONGENITA TARDIA SISTOMATICA
0906;SIFILIS CONGENITA TARDIA LATENTE
0907;SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION
0909;SIFILIS CONGENITA, SIN ESPECIFICACION
0909;SIFILIS CONGENITA, SIN ESPECIFICACION
0910;SIFILIS GENITAL(PRIMARIA)
0910;SIFILIS GENITAL(PRIMARIA)
0911;SIFILIS PRIMARIA ANAL
0912;OTRA SIFILIS PRIMARIA
0912;OTRA SIFILIS PRIMARIA
0913;SIFILIS SECUNDARIA DE LA PIEL Y DE LAS MUCOSAS
0913;SIFILIS SECUNDARIA DE LA PIEL Y DE LAS MUCOSAS
0914;ADENOPATIA DEBIDA A SIFILIS SECUNDARIA
0915;UVEITIS DEBIDA A SIFILIS SECUNDARIA
0916;SIFILIS SECUNDARIA DE LAS VISCERAS Y DE LOS HUESOS
0917;RECIVIDA DE SIFILIS SECUNDARIA
0917;RECIVIDA DE SIFILIS SECUNDARIA
0918;OTRAS FORMAS DE SIFILIS SECUNDARIAS
0918;OTRAS FORMAS DE SIFILIS SECUNDARIAS
0918;OTRAS FORMAS DE SIFILIS SECUNDARIAS
0919;SIFILIS SECUNDARIA, SIN ESPECIFICACION
0920;SIFILIS PRECOZ LATENTE,RECIDIVA SEROLOGICA DESPUES DEL TRAT
0929;SIFILIS PRECOZ LATENTE, SIN OTRA ESPECIFICACION
0930;ANEURISMA DE LA AORTA ESPECIFICADO COMO SIFILITICO
0931;AORTITIS SIFILITICA
0932;ENDOCARDITIS SIFILITICA
0938;OTRAS SIFILIS CARDIOVASCULARES
0938;OTRAS SIFILIS CARDIOVASCULARES
0939;SIFILIS CARDIOVASCULAR SIN ESPECIFICACION
0940;NEUROSIFILIS TABES DORSAL
0941;NEUROSIFILIS PARALISIS GENERAL PROGRESIVA
0942;MENINGITIS SIFILITICA
0943;NEUROSIFILIS ASINTOMATICA
0948;OTRAS NEUROSIFILIS
0948;OTRAS NEUROSIFILIS
0948;OTRAS NEUROSIFILIS
0949;NEUROSIFILIS SIN ESPECIFICACION
0949;NEUROSIFILIS SIN ESPECIFICACION
0949;NEUROSIFILIS SIN ESPECIFICACION
095;OTRAS FORMAS DE SIFILIS TARDIA, CON SINTOMAS
095;OTRAS FORMAS DE SIFILIS TARDIA, CON SINTOMAS
096;SIFILIS TARDIA LATENTE
0970;SIFILIS TARDIA,SIN OTRA ESPECIFICACION
0971;SIFILIS LATENTE, SIN OTRA ESPECIFICACION
0979;SIFILIS SIN ESPECIFICACION
0979;SIFILIS SIN ESPECIFICACION
0980;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR, AGUD
0980;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR, AGUD
0980;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR, AGUD
0980;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR, AGUD
0980;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR, AGUD
0981;INFECC.GONOCOCICA DEL TRACTO GENITOURINARIO SUPERIOR, AGUDA
0981;INFECC.GONOCOCICA DEL TRACTO GENITOURINARIO SUPERIOR, AGUDA
0982;INFECC.GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR, CRONICA
0983;INFECC.GONOCOCICA DEL TRACTO GENITOURINARIO SUPERIOR, CRONICA
0984;INFECCION GONOCOCICA DEL OJO
0985;INFECCION GONOCOCICA DE LAS ARTICULACIONES
0986;INFECCION GONOCOCICA DE LA FARINGE
0987;INFECCION GONOCOCICA DEL ANO Y DEL RECTO
0988;INFECCION GONOCOCICA DE OTROS SITIOS
0988;INFECCION GONOCOCICA DE OTROS SITIOS
0990;CHANCRO BLANDO
0991;LINFOGRANULOMA VENEREO
0992;GRANULOMA INGUINAL
0993;ENFERMEDAD DE REITER
0994;OTRA URETRITIS NO GONOCOCICAS
0994;OTRA URETRITIS NO GONOCOCICAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0998;OTRAS ENFERMEDADES VENEREAS
0999;ENFERMEDADES VENEREAS SIN ESPECIFICACION
1000;LEPTOSPIROSIS ICTEROHEMORRAGICA
1008;OTRAS LEPTOSPIROSIS
1008;OTRAS LEPTOSPIROSIS
1009;LEPTOSPIROSIS SIN ESPECIFICACION
101;ANGINA DE VINCENT
101;ANGINA DE VINCENT
1020;FRAMBESIA LESIONES INICIALES
1021;FRAMBESIA LESIONES PAPILOMATOSAS MULTIPLES
1022;FRAMBESIA OTRAS LESIONES PRECOCES DE LA PIEL
1023;FRAMBESIA HIPERQUERATOSIS
1024;FRAMBESIA GOMA Y ULCERAS
1025;FRAMBESIA GANGOSA
1026;FRAMBESIA LESIONES DE LOS HUESOS Y DE LAS ARTICULACIONES
1027;FRAMBAESIA OTRAS MANIFESTACIONES
1028;FRAMBESIA LATENTE
1029;FRAMBESIA SIN ESPECIFICACION
1030;PINTA LESION PRIMARIA
1030;PINTA LESION PRIMARIA
1031;PINTA LESIONES INTERMEDIAS
1032;PINTA LESIONES TARDIAS
1033;PINTA LESIONES MIXTAS
1039;PINTA SIN ESPECIFICACION
1040;SIFILIS ENDEMICA NO VENEREA
1048;OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
1048;OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
1049;INFECCIONES CAUSADAS POR ESPIROQUETAS SIN ESPECIFICACION
1100;ERMATOFITOSIS DEL CUERO CABELLUDO Y DE LA BARBA
1100;ERMATOFITOSIS DEL CUERO CABELLUDO Y DE LA BARBA
1101;ERMATOFITOSIS DE LA UÑA
1102;ERMATOFITOSIS DE LA MANO
1103;ERMATOFITOSIS DE LA INGLE Y DEL PERINE
1104;ERMATOFITOSIS DEL PIE
1105;ERMATOFITOSIS DEL CUERPO
1105;ERMATOFITOSIS DEL CUERPO
1106;ERMATOFITOSIS DERMATOMICOSIS PROFUNDA
1108;ERMATOFITOSIS DE OTROS SITIOS
1109;ERMATOFITOSIS DE SITIO NO ESPECIFICADO
1109;ERMATOFITOSIS DE SITIO NO ESPECIFICADO
1110;PITIRIASIS VERSICOLOR
1111;TINA NEGRA
1111;TINA NEGRA
1112;TINA BLANCA
1112;TINA BLANCA
1113;PIEDRA NEGRA
1113;PIEDRA NEGRA
1118;OTRAS DERMATOMICOSIS Y LAS NO ESPECIFICADAS
1119;DERMATOMICOSIS SIN ESPECIFICACION
1120;CANDIDIASIS DE LA BOCA
1120;CANDIDIASIS DE LA BOCA
1121;CANDIDIASIS DE LA VULVA Y DE LA VAGINA
1122;CANDIDIASIS DE OTROS ORGANOS UROGENITALES
1123;CANDIDIASIS DE LA PIEL Y DE LAS UÑAS
1124;CANDIDIASIS DEL PULMON
1125;CANDIDIASIS DISEMINADA
1128;CANDIDIASIS DE OTROS SITIOS ANATOMICOS
1128;CANDIDIASIS DE OTROS SITIOS ANATOMICOS
1128;CANDIDIASIS DE OTROS SITIOS ANATOMICOS
1128;CANDIDIASIS DE OTROS SITIOS ANATOMICOS
1128;CANDIDIASIS DE OTROS SITIOS ANATOMICOS
1129;CANDIDIASUS DE SITIO NO ESPECIFICADO
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
114;COCCIDIODOMICOSIS
1150;INFECCION POR HISTOPLASMA CAPSULATUM
1150;INFECCION POR HISTOPLASMA CAPSULATUM
1150;INFECCION POR HISTOPLASMA CAPSULATUM
1150;INFECCION POR HISTOPLASMA CAPSULATUM
1150;INFECCION POR HISTOPLASMA CAPSULATUM
1151;INFECCION POR HISTOPLASMA DUBOISII
1159;HISTOPLASMOSIS SIN ESPECIFICACION
1159;HISTOPLASMOSIS SIN ESPECIFICACION
1159;HISTOPLASMOSIS SIN ESPECIFICACION
1159;HISTOPLASMOSIS SIN ESPECIFICACION
1160;BLASTOMICOSIS
1160;BLASTOMICOSIS
1160;BLASTOMICOSIS
1160;BLASTOMICOSIS
1160;BLASTOMICOSIS
1160;BLASTOMICOSIS
1160;BLASTOMICOSIS
1161;PARACOCCIDIOIDOMICOSIS
1161;PARACOCCIDIOIDOMICOSIS
1161;PARACOCCIDIOIDOMICOSIS
1161;PARACOCCIDIOIDOMICOSIS
1162;LOBOMICOSIS
1170;RINOSPORIDIOSIS
1171;ESPOROTRICOSIS
1171;ESPOROTRICOSIS
1171;ESPOROTRICOSIS
1171;ESPOROTRICOSIS
1171;ESPOROTRICOSIS
1172;CROMOMICOSIS
1172;CROMOMICOSIS
1172;CROMOMICOSIS
1173;ASPERGILOSIS
1173;ASPERGILOSIS
1173;ASPERGILOSIS
1173;ASPERGILOSIS
1173;ASPERGILOSIS
1173;ASPERGILOSIS
1174;MICETOMAS MICOSICOS
1175;CRIPTOCOCOSIS
1175;CRIPTOCOCOSIS
1175;CRIPTOCOCOSIS
1175;CRIPTOCOCOSIS
1175;CRIPTOCOCOSIS
1175;CRIPTOCOCOSIS
1175;CRIPTOCOCOSIS
1176;ALESQUERIOSIS(PETRIELIDOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1177;FICOMICOSIS(CIGOMICOSIS O MUCORMICOSIS)
1178;DEMATIOMICOSIS
1178;DEMATIOMICOSIS
1178;DEMATIOMICOSIS
1179;OTRAS MICOSIS Y LAS OTRAS ESPECIFICADAS
1179;OTRAS MICOSIS Y LAS OTRAS ESPECIFICADAS
1179;OTRAS MICOSIS Y LAS OTRAS ESPECIFICADAS
1179;OTRAS MICOSIS Y LAS OTRAS ESPECIFICADAS
118;MICOSIS POR PATOGENOS FACULTATIVOS
118;MICOSIS POR PATOGENOS FACULTATIVOS
1200;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM
1201;ESQUISTOSOMIASIS DEBIDA A SHISTOSOMA MANSONI
1202;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM
1203;ESQUISTOSOMIASIS CUTANEA
1203;ESQUISTOSOMIASIS CUTANEA
1208;OTRAS ESQUISTOSOMIASIS
1209;ESQUISTOSOMIASIS SIN ESPECIFICACION
1210;OPISTORQUIASIS
1211;CLONORQUIASIS
1212;PARAGONIMIASIS
1213;FASCIOLIASIS
1214;FASCIOLOPSIASIS
1215;MATAGONIMIASIS
1216;HETEROFIASIS
1218;OTRAS INFESTACIONES POR TREMATODOS
1218;OTRAS INFESTACIONES POR TREMATODOS
1219;INFESTACIONES POR TREMATODOS SIN ESPECIFICACION
1220;EQUINOCOCOSIS DEL HIGADO POR EQUINOCOCO GRANULOSO
1221;EQUINOCOCOSIS DEL PULMON POR EQUINOCOCO GRANULOSO
1222;EQUINOCOCOSIS DE LA (GLANDULA) TIROIDES POR EQUINOCOCO GRANUL
1223;EQUINOCOCOSIS DE OTRO ORGANO POR EQUINOCOCO GRANULOSO
1223;EQUINOCOCOSIS DE OTRO ORGANO POR EQUINOCOCO GRANULOSO
1224;EQUINOCOCOSIS POR EQUINOCOCO GRANULOSO, SIN OTRA ESPECIFICACI
1225;EQUINOCOCOSIS DEL HIGADO POR EQUINOCOCO MULTILOCULAR
1226;EQUINOCOCOSIS DE OTRO ORGANO POR EQUINOCOCOCO MULTILOCULAR
1227;EQUINOCOCOSIS POR EQUINOCOCO MULTIOCULAR, SIN OTRA ESPECIFICA
1228;EQUINOCOCOSIS DEL HIGADO, SIN OTRA ESPECIFICACION
1229;OTRAS EQUINOCOCOSIS Y LA NO ESPECIFICADA
1230;INFECTACION DE TAENIA SOLIUM, FORMA INTESTINAL
1231;CISTICERCOSIS
1231;CISTICERCOSIS
1231;CISTICERCOSIS
1231;CISTICERCOSIS
1232;INFECTACION POR TAENIA SAGINATA
1233;TENIASIS SIN ESPECIFICACION
1234;DIFILOBOTRIASIS INTESTINAL
1235;ESPARGANOSIS (DIFILOBOTRIASIS LARVAL)
1236;HIMENOLEPIASIS
1238;OTRAS INFESTACIONES POR CESTODOS
1238;OTRAS INFESTACIONES POR CESTODOS
1239;INFESTACIONES POR CESTODOS SIN ESPECIFICACION
124;TRIQUINOSIS
1250;FILIRIASIS DE BANCROFT
1251;FILIRIASIS MALAYA
1251;FILIRIASIS MALAYA
1252;LOAIASIS
1253;ONCOCERCOSIS
1254;DIPETALONEMIASIS
1255;INFECTACION POR MANSONELLA OZZARDI
1256;OTRAS FILARIASIS ESPECIFICADAS
1256;OTRAS FILARIASIS ESPECIFICADAS
1257;DRACONTIASIS
1259;FILARIASIS SIN ESPECIFICACION
1260;ANQUILOSTOMIASIS Y NECATORIASIS POR ANCYLOSTOMA DUODENALE
1261;ANQUILOSTOMIASIS Y NECATORIASIS POR NECATOR AMERICANUS
1262;ANQUILOSTOMIASIS Y NECATORIASIS POR ANCYLOSTOMA BRAZILIENSE
1263;ANQUILOSTOMIASIS Y NECATORIASIS POR ANCYLOSTOMA CEYLANICUM
1268;ANQUILOSTOMIASIS Y NECATORIASIS POR OTRAS ANQUILOSTOMAS ESPEC
1268;ANQUILOSTOMIASIS Y NECATORIASIS POR OTRAS ANQUILOSTOMAS ESPEC
1269;ANQUILOSTOMIASIS Y NECATORIASIS SIN ESPECIFICACION
1269;ANQUILOSTOMIASIS Y NECATORIASIS SIN ESPECIFICACION
1270;ASCARIASIS
1270;ASCARIASIS
1270;ASCARIASIS
1271;ANISAQUIASIS
1272;ESTRONGILODIASIS
1272;ESTRONGILODIASIS
1272;ESTRONGILODIASIS
1272;ESTRONGILODIASIS
1273;TRICURIASIS
1274;ENTEROBIASIS
1275;CAPILARIASIS
1276;TRICOSTRONGILIASIS
1277;OTRAS HELMINTIASIS INTESTINALES
1277;OTRAS HELMINTIASIS INTESTINALES
1277;OTRAS HELMINTIASIS INTESTINALES
1278;HELMINTIASIS INTESTINAL MIXTA
1279;HELMINTIAISIS INTESTINAL SIN OTRA ESPECIFICACION
1280;TOXOCARIASIS
1281;GNATOSTOMIASIS
1288;OTRAS HELMINTIASIS
1288;OTRAS HELMINTIASIS
1288;OTRAS HELMINTIASIS
1289;HELMINTIASIS SIN ESPECIFICACION
129;PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION
130;TOXOPLASMOSIS
130;TOXOPLASMOSIS
130;TOXOPLASMOSIS
130;TOXOPLASMOSIS
130;TOXOPLASMOSIS
130;TOXOPLASMOSIS
1310;TRICOMONIASIS UROGENITAL
1318;TRICOMONIASUS DE OTROS SITIOS
1319;TRICOMONIASIS SIN ESPECIFICACION
1320;PEDICULOSIS DE LA CABEZA(PEDICULUS CAPITIS)
1321;PEDICULOSIS DEL CUERPO(PEDICULUS CORPORIS)
1322;PEDICULOSIS DEL PUBIS(PHTHIRUS PUBIS)
1323;PEDICULOSIS MIXTA
1329;PEDICULOSIS SIN ESPECIFICACION
1330;ESCABIOSIS
1338;OTRAS ACARIASIS
1339;ACARIASIS SIN ESPECIFICACION
1339;ACARIASIS SIN ESPECIFICACION
1340;MIASIS
1340;MIASIS
1340;MIASIS
1340;MIASIS
1340;MIASIS
1340;MIASIS
1340;MIASIS
1341;OTRAS INFESTACIONES POR ARTROPODOS
1341;OTRAS INFESTACIONES POR ARTROPODOS
1341;OTRAS INFESTACIONES POR ARTROPODOS
1341;OTRAS INFESTACIONES POR ARTROPODOS
1342;HIRUDINIASIS
1342;HIRUDINIASIS
1348;OTRAS MIASIS
1349;SIN ESPECIFICACION
135;SARCOIDOSIS
135;SARCOIDOSIS
135;SARCOIDOSIS
135;SARCOIDOSIS
135;SARCOIDOSIS
135;SARCOIDOSIS
1360;AINHUM
1361;SINDROME DE BEHCET
1362;INFECCION ESPECIFICA POR AMEBA PARASITA FACULTATIVA
1363;NEUMOCISTOSIS
1364;PSOROSPERMIASIS
1365;SARCOSPORIDIOSIS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1368;OTRAS ENF. INFECCIOSAS Y PARASITARIAS
1369;ENF. INFECC. Y PARASITARIAS SIN ESPECIFICACION
1369;ENF. INFECC. Y PARASITARIAS SIN ESPECIFICACION
